Date;Start;End;Generation_DE G [MW] Original resolutions;Generation_DE F [MW] Original resolutions;Generation_DE A [MW] Original resolutions;Generation_DE B [MW] Original resolutions;Generation_DE Neurath C [MW] Original resolutions;Generation_DE Neurath D [MW] Original resolutions;Generation_DE Neurath E [MW] Original resolutions
13.11.2021;17:00;18:00;1.065;1.055;286;279;-;616;626
13.11.2021;18:00;19:00;1.069;1.054;286;280;-;617;629
13.11.2021;19:00;20:00;1.069;1.055;286;280;-;618;629
13.11.2021;20:00;21:00;1.069;1.056;286;280;-;616;623
13.11.2021;21:00;22:00;1.070;1.059;286;279;-;616;623
13.11.2021;22:00;23:00;1.070;1.057;287;279;-;616;625
13.11.2021;23:00;00:00;1.072;1.060;287;280;-;617;627
14.11.2021;00:00;01:00;1.069;1.058;286;280;-;616;624
14.11.2021;01:00;02:00;1.069;1.058;286;278;-;616;625
14.11.2021;02:00;03:00;1.066;1.061;287;266;-;617;626
14.11.2021;03:00;04:00;1.069;1.062;286;266;-;617;625
14.11.2021;04:00;05:00;1.070;1.061;287;275;-;617;625
14.11.2021;05:00;06:00;1.071;1.062;287;277;-;617;626
14.11.2021;06:00;07:00;1.069;1.065;287;278;-;618;628
14.11.2021;07:00;08:00;1.066;1.058;286;277;-;615;629
14.11.2021;08:00;09:00;1.070;1.064;286;277;-;617;630
14.11.2021;09:00;10:00;1.067;1.061;286;277;-;615;629
14.11.2021;10:00;11:00;1.067;1.064;286;277;-;621;631
14.11.2021;11:00;12:00;1.065;1.060;287;277;-;622;623
14.11.2021;12:00;13:00;1.064;1.065;286;278;-;617;625
14.11.2021;13:00;14:00;1.063;1.067;287;277;-;615;624
14.11.2021;14:00;15:00;1.059;1.061;286;277;-;617;624
14.11.2021;15:00;16:00;1.060;1.064;286;278;-;617;625
14.11.2021;16:00;17:00;1.060;1.068;286;277;-;616;625
14.11.2021;17:00;18:00;1.063;1.063;287;278;-;621;629
14.11.2021;18:00;19:00;1.063;1.068;287;278;-;620;633
14.11.2021;19:00;20:00;1.065;1.065;287;277;-;618;632
14.11.2021;20:00;21:00;1.067;1.064;288;278;-;618;627
14.11.2021;21:00;22:00;1.069;1.071;288;277;-;599;627
14.11.2021;22:00;23:00;1.069;1.068;288;278;-;530;629
14.11.2021;23:00;00:00;1.070;1.066;288;278;-;385;628
15.11.2021;00:00;01:00;1.070;1.071;288;278;-;312;628
15.11.2021;01:00;02:00;1.073;1.069;288;278;-;312;629
15.11.2021;02:00;03:00;1.067;1.068;288;278;-;311;630
15.11.2021;03:00;04:00;1.071;1.070;288;278;-;312;629
15.11.2021;04:00;05:00;1.071;1.067;288;277;-;313;630
15.11.2021;05:00;06:00;1.072;1.068;288;277;-;318;630
15.11.2021;06:00;07:00;1.071;1.067;288;276;-;422;632
15.11.2021;07:00;08:00;1.068;1.066;288;276;-;589;631
15.11.2021;08:00;09:00;1.070;1.069;287;276;-;614;630
15.11.2021;09:00;10:00;1.069;1.062;287;275;-;615;630
15.11.2021;10:00;11:00;1.068;1.057;288;276;-;616;627
15.11.2021;11:00;12:00;1.067;1.065;288;276;-;616;627
15.11.2021;12:00;13:00;1.066;1.062;287;276;-;616;628
15.11.2021;13:00;14:00;1.069;1.066;287;277;-;615;626
15.11.2021;14:00;15:00;1.067;1.064;288;277;-;616;628
15.11.2021;15:00;16:00;1.070;1.066;288;278;-;616;632
15.11.2021;16:00;17:00;1.068;1.068;286;277;-;617;632
15.11.2021;17:00;18:00;1.065;1.067;286;277;-;624;634
15.11.2021;18:00;19:00;1.066;1.068;287;278;-;626;634
15.11.2021;19:00;20:00;1.062;1.065;285;278;-;623;634
15.11.2021;20:00;21:00;1.069;1.065;287;278;-;620;628
15.11.2021;21:00;22:00;1.066;1.064;288;278;-;619;630
15.11.2021;22:00;23:00;1.066;1.062;288;278;-;620;629
15.11.2021;23:00;00:00;1.068;1.069;288;278;-;619;630
16.11.2021;00:00;01:00;768;1.063;288;277;-;620;624
16.11.2021;01:00;02:00;542;1.058;288;277;-;620;466
16.11.2021;02:00;03:00;940;1.058;288;267;-;620;282
16.11.2021;03:00;04:00;1.066;1.063;288;268;-;621;474
16.11.2021;04:00;05:00;1.067;1.058;287;276;-;621;627
16.11.2021;05:00;06:00;1.069;1.059;288;278;-;619;629
16.11.2021;06:00;07:00;1.066;1.058;288;278;-;620;628
16.11.2021;07:00;08:00;1.067;1.057;287;277;-;625;626
16.11.2021;08:00;09:00;1.065;1.060;287;277;-;627;627
16.11.2021;09:00;10:00;1.063;1.059;288;277;-;626;626
16.11.2021;10:00;11:00;1.069;1.061;288;277;-;622;628
16.11.2021;11:00;12:00;1.070;1.057;289;278;-;619;627
16.11.2021;12:00;13:00;1.065;1.057;287;278;-;619;626
16.11.2021;13:00;14:00;1.067;1.064;288;277;-;618;626
16.11.2021;14:00;15:00;1.067;1.067;288;277;-;619;632
16.11.2021;15:00;16:00;1.063;1.063;287;277;-;621;633
16.11.2021;16:00;17:00;1.066;1.065;287;277;-;625;634
16.11.2021;17:00;18:00;1.068;1.056;288;277;-;620;634
16.11.2021;18:00;19:00;1.068;1.055;288;278;-;620;634
16.11.2021;19:00;20:00;1.067;1.064;288;278;-;621;627
16.11.2021;20:00;21:00;1.069;1.066;288;277;-;620;629
16.11.2021;21:00;22:00;1.065;1.063;288;278;-;621;628
16.11.2021;22:00;23:00;1.070;1.057;288;277;-;620;629
16.11.2021;23:00;00:00;1.068;1.062;288;277;-;621;629
17.11.2021;00:00;01:00;1.068;1.062;288;278;-;621;629
17.11.2021;01:00;02:00;1.066;1.060;288;274;-;620;627
17.11.2021;02:00;03:00;1.070;1.067;289;269;-;622;628
17.11.2021;03:00;04:00;1.068;1.061;287;270;-;620;628
17.11.2021;04:00;05:00;1.070;1.064;288;272;-;620;630
17.11.2021;05:00;06:00;1.066;1.064;288;276;-;619;628
17.11.2021;06:00;07:00;1.068;1.063;288;278;-;619;627
17.11.2021;07:00;08:00;1.068;1.065;287;277;-;618;632
17.11.2021;08:00;09:00;1.068;1.062;287;277;-;619;633
17.11.2021;09:00;10:00;1.066;1.061;290;277;-;618;632
17.11.2021;10:00;11:00;1.066;1.061;287;277;-;618;633
17.11.2021;11:00;12:00;1.066;1.063;248;277;-;618;632
17.11.2021;12:00;13:00;1.066;1.056;245;277;-;618;627
17.11.2021;13:00;14:00;1.064;1.060;245;277;-;619;628
17.11.2021;14:00;15:00;1.066;1.060;251;277;-;618;627
17.11.2021;15:00;16:00;1.064;1.060;289;277;-;618;625
17.11.2021;16:00;17:00;1.065;1.058;290;278;-;618;632
17.11.2021;17:00;18:00;1.067;1.062;290;277;-;619;633
17.11.2021;18:00;19:00;1.069;1.064;290;278;-;620;633
17.11.2021;19:00;20:00;1.069;1.063;290;278;-;620;627
17.11.2021;20:00;21:00;1.068;1.062;290;278;-;620;628
17.11.2021;21:00;22:00;1.069;1.060;290;278;-;620;627
17.11.2021;22:00;23:00;1.071;1.062;291;279;-;622;629
17.11.2021;23:00;00:00;1.068;1.062;289;279;-;620;628
18.11.2021;00:00;01:00;1.070;965;286;278;-;621;629
18.11.2021;01:00;02:00;1.070;809;214;210;-;519;536
18.11.2021;02:00;03:00;1.072;665;220;216;-;525;596
18.11.2021;03:00;04:00;1.071;718;279;268;-;620;629
18.11.2021;04:00;05:00;1.073;950;279;276;-;622;628
18.11.2021;05:00;06:00;1.069;1.060;279;278;-;621;627
18.11.2021;06:00;07:00;1.071;1.063;285;278;-;620;633
18.11.2021;07:00;08:00;1.067;1.059;288;278;-;619;632
18.11.2021;08:00;09:00;1.069;1.062;289;278;-;620;633
18.11.2021;09:00;10:00;1.067;1.067;289;279;-;620;632
18.11.2021;10:00;11:00;1.067;1.057;288;278;-;619;626
18.11.2021;11:00;12:00;1.066;1.061;289;279;-;618;627
18.11.2021;12:00;13:00;1.068;1.062;288;266;-;608;626
18.11.2021;13:00;14:00;1.065;1.060;289;275;-;618;626
18.11.2021;14:00;15:00;1.067;1.063;275;277;-;617;624
18.11.2021;15:00;16:00;1.068;1.060;242;278;-;619;632
18.11.2021;16:00;17:00;1.068;1.060;273;278;-;618;632
18.11.2021;17:00;18:00;1.068;1.061;288;279;-;619;632
18.11.2021;18:00;19:00;1.068;1.066;288;279;-;619;633
18.11.2021;19:00;20:00;1.072;1.057;288;278;-;620;633
18.11.2021;20:00;21:00;1.065;1.057;288;279;-;618;626
18.11.2021;21:00;22:00;1.068;832;288;278;-;619;626
18.11.2021;22:00;23:00;1.071;725;183;174;-;426;627
18.11.2021;23:00;00:00;1.067;734;143;140;-;267;628
19.11.2021;00:00;01:00;1.070;811;143;140;-;271;469
19.11.2021;01:00;02:00;1.068;659;143;142;-;271;272
19.11.2021;02:00;03:00;1.071;602;143;166;-;271;429
19.11.2021;03:00;04:00;1.070;537;145;146;-;275;448
19.11.2021;04:00;05:00;1.069;554;188;207;-;400;571
19.11.2021;05:00;06:00;1.068;572;256;247;-;530;571
19.11.2021;06:00;07:00;1.065;840;289;272;-;590;608
19.11.2021;07:00;08:00;1.065;1.063;288;276;-;618;627
19.11.2021;08:00;09:00;1.068;1.056;289;277;-;616;626
19.11.2021;09:00;10:00;1.067;1.059;289;276;-;615;628
19.11.2021;10:00;11:00;1.066;1.056;289;277;-;614;623
19.11.2021;11:00;12:00;1.065;1.056;289;276;-;615;627
19.11.2021;12:00;13:00;1.066;1.058;289;276;-;614;626
19.11.2021;13:00;14:00;1.063;1.056;289;276;-;614;627
19.11.2021;14:00;15:00;1.063;1.055;290;276;-;614;624
19.11.2021;15:00;16:00;1.064;1.061;291;276;-;614;627
19.11.2021;16:00;17:00;1.065;1.060;290;277;-;614;630
19.11.2021;17:00;18:00;1.067;1.064;290;277;-;616;633
19.11.2021;18:00;19:00;1.065;1.064;291;278;-;617;634
19.11.2021;19:00;20:00;1.066;1.059;292;278;-;616;632
19.11.2021;20:00;21:00;1.069;1.061;292;277;-;616;626
19.11.2021;21:00;22:00;1.068;1.063;291;277;-;616;627
19.11.2021;22:00;23:00;1.067;1.063;290;277;-;617;627
19.11.2021;23:00;00:00;1.070;1.060;291;277;-;618;628
20.11.2021;00:00;01:00;1.068;1.061;290;277;-;618;628
20.11.2021;01:00;02:00;1.013;1.067;290;277;-;617;627
20.11.2021;02:00;03:00;939;1.060;291;269;-;618;629
20.11.2021;03:00;04:00;926;1.060;290;270;-;618;629
20.11.2021;04:00;05:00;933;1.055;291;274;-;617;628
20.11.2021;05:00;06:00;1.015;1.064;290;278;-;618;628
20.11.2021;06:00;07:00;1.073;1.064;290;278;-;616;628
20.11.2021;07:00;08:00;1.068;1.057;290;277;-;616;626
20.11.2021;08:00;09:00;1.070;1.062;289;277;-;615;632
20.11.2021;09:00;10:00;1.072;1.064;289;276;-;615;632
20.11.2021;10:00;11:00;1.070;1.064;289;277;-;616;632
20.11.2021;11:00;12:00;1.070;1.062;290;277;-;615;633
20.11.2021;12:00;13:00;1.073;1.059;290;277;-;615;632
20.11.2021;13:00;14:00;1.066;1.059;289;275;-;615;627
20.11.2021;14:00;15:00;1.065;1.061;291;276;-;615;623
20.11.2021;15:00;16:00;1.065;1.064;290;276;-;615;619
20.11.2021;16:00;17:00;1.064;1.061;290;276;-;616;619
20.11.2021;17:00;18:00;1.071;1.059;291;276;-;617;630
20.11.2021;18:00;19:00;944;1.057;291;276;-;618;621
20.11.2021;19:00;20:00;919;1.064;291;276;-;618;619
20.11.2021;20:00;21:00;934;1.060;291;276;-;618;621
20.11.2021;21:00;22:00;1.054;1.067;291;276;-;620;622
20.11.2021;22:00;23:00;1.068;1.069;291;276;-;618;621
20.11.2021;23:00;00:00;1.068;1.063;288;272;-;619;620
21.11.2021;00:00;01:00;1.068;1.065;284;269;-;606;607
21.11.2021;01:00;02:00;1.071;1.068;289;275;-;601;602
21.11.2021;02:00;03:00;1.062;1.070;290;259;-;604;606
21.11.2021;03:00;04:00;1.021;1.070;290;266;-;618;620
21.11.2021;04:00;05:00;952;1.070;290;271;-;620;622
21.11.2021;05:00;06:00;558;1.068;290;274;-;619;621
21.11.2021;06:00;07:00;519;1.057;289;275;-;619;621
21.11.2021;07:00;08:00;513;1.062;289;276;-;619;625
21.11.2021;08:00;09:00;510;1.064;289;226;-;614;629
21.11.2021;09:00;10:00;513;1.066;289;262;-;618;632
21.11.2021;10:00;11:00;510;1.066;289;276;-;618;630
21.11.2021;11:00;12:00;509;1.064;289;277;-;616;631
21.11.2021;12:00;13:00;512;1.066;289;278;-;618;626
21.11.2021;13:00;14:00;508;1.068;291;277;-;617;629
21.11.2021;14:00;15:00;508;1.064;291;277;-;619;627
21.11.2021;15:00;16:00;510;1.065;292;277;-;617;627
21.11.2021;16:00;17:00;509;1.068;292;278;-;618;630
21.11.2021;17:00;18:00;509;1.069;291;278;-;611;628
21.11.2021;18:00;19:00;513;1.072;292;278;-;610;630
21.11.2021;19:00;20:00;515;1.075;292;278;-;609;629
21.11.2021;20:00;21:00;492;1.078;290;276;-;608;628
21.11.2021;21:00;22:00;0;1.068;244;248;-;447;444
21.11.2021;22:00;23:00;0;1.064;243;247;-;421;421
21.11.2021;23:00;00:00;0;1.068;244;248;-;426;426
22.11.2021;00:00;01:00;0;1.065;289;275;-;508;527
22.11.2021;01:00;02:00;0;1.060;291;277;-;512;532
22.11.2021;02:00;03:00;0;1.066;291;276;-;511;532
22.11.2021;03:00;04:00;0;1.071;267;248;-;512;529
22.11.2021;04:00;05:00;0;1.072;193;174;-;512;580
22.11.2021;05:00;06:00;0;1.069;192;188;-;515;630
22.11.2021;06:00;07:00;0;1.070;192;197;-;608;631
22.11.2021;07:00;08:00;0;1.064;192;197;-;609;629
22.11.2021;08:00;09:00;0;1.066;264;260;-;608;628
22.11.2021;09:00;10:00;0;1.068;292;276;-;609;627
22.11.2021;10:00;11:00;0;1.064;290;276;-;605;630
22.11.2021;11:00;12:00;0;921;290;276;-;512;630
22.11.2021;12:00;13:00;0;914;290;277;-;524;630
22.11.2021;13:00;14:00;0;990;290;276;-;571;628
22.11.2021;14:00;15:00;0;1.070;290;276;-;609;628
22.11.2021;15:00;16:00;0;1.068;290;276;-;609;611
22.11.2021;16:00;17:00;0;1.070;290;276;-;609;621
22.11.2021;17:00;18:00;0;1.074;290;277;-;613;620
22.11.2021;18:00;19:00;0;1.074;291;277;-;612;626
22.11.2021;19:00;20:00;0;1.076;290;277;-;612;617
22.11.2021;20:00;21:00;0;1.072;290;278;-;612;615
22.11.2021;21:00;22:00;0;1.076;291;279;-;613;629
22.11.2021;22:00;23:00;0;1.073;291;278;-;614;633
22.11.2021;23:00;00:00;0;1.069;289;267;-;610;627
23.11.2021;00:00;01:00;0;1.071;291;268;-;517;519
23.11.2021;01:00;02:00;0;1.068;262;246;-;396;395
23.11.2021;02:00;03:00;0;1.071;193;266;-;326;326
23.11.2021;03:00;04:00;0;1.068;192;277;-;415;423
23.11.2021;04:00;05:00;0;1.068;192;277;-;421;421
23.11.2021;05:00;06:00;0;1.064;191;275;-;421;419
23.11.2021;06:00;07:00;0;1.064;204;277;-;450;447
23.11.2021;07:00;08:00;0;1.065;243;276;-;518;536
23.11.2021;08:00;09:00;0;1.066;285;277;-;608;628
23.11.2021;09:00;10:00;0;1.062;290;277;-;613;631
23.11.2021;10:00;11:00;0;1.066;290;278;-;612;631
23.11.2021;11:00;12:00;0;1.065;291;278;-;612;631
23.11.2021;12:00;13:00;0;1.064;262;276;-;612;630
23.11.2021;13:00;14:00;0;1.065;250;277;-;612;629
23.11.2021;14:00;15:00;0;1.063;250;277;-;612;627
23.11.2021;15:00;16:00;0;1.063;255;277;-;610;630
23.11.2021;16:00;17:00;0;1.066;256;277;-;610;631
23.11.2021;17:00;18:00;0;1.066;256;277;-;613;632
23.11.2021;18:00;19:00;0;1.069;256;276;-;613;634
23.11.2021;19:00;20:00;0;1.069;257;277;-;614;629
23.11.2021;20:00;21:00;0;1.064;257;279;-;612;630
23.11.2021;21:00;22:00;0;1.063;256;275;-;611;630
23.11.2021;22:00;23:00;0;1.057;271;57;-;612;630
23.11.2021;23:00;00:00;0;1.060;289;0;-;609;626
24.11.2021;00:00;01:00;0;998;242;0;-;519;518
24.11.2021;01:00;02:00;0;990;156;0;-;419;423
24.11.2021;02:00;03:00;0;989;143;0;-;344;420
24.11.2021;03:00;04:00;0;991;143;0;-;342;426
24.11.2021;04:00;05:00;0;989;145;0;-;346;523
24.11.2021;05:00;06:00;0;992;227;148;-;439;625
24.11.2021;06:00;07:00;0;988;290;271;-;489;628
24.11.2021;07:00;08:00;0;992;278;275;-;492;626
24.11.2021;08:00;09:00;0;1.062;242;276;-;545;624
24.11.2021;09:00;10:00;0;1.061;242;278;-;553;630
24.11.2021;10:00;11:00;0;1.062;266;277;-;552;627
24.11.2021;11:00;12:00;0;1.059;291;277;-;574;628
24.11.2021;12:00;13:00;0;1.058;292;277;-;619;628
24.11.2021;13:00;14:00;0;1.067;292;278;-;619;626
24.11.2021;14:00;15:00;0;1.060;292;278;-;619;632
24.11.2021;15:00;16:00;0;1.068;290;278;-;619;630
24.11.2021;16:00;17:00;0;1.066;288;278;-;619;632
24.11.2021;17:00;18:00;0;1.063;272;278;-;620;632
24.11.2021;18:00;19:00;0;1.062;268;279;-;621;634
24.11.2021;19:00;20:00;0;1.066;289;278;-;621;630
24.11.2021;20:00;21:00;0;1.064;289;278;-;621;630
24.11.2021;21:00;22:00;0;1.067;288;278;-;621;629
24.11.2021;22:00;23:00;0;1.064;289;278;-;623;633
24.11.2021;23:00;00:00;0;1.068;289;279;-;622;624
25.11.2021;00:00;01:00;0;1.066;290;277;-;621;528
25.11.2021;01:00;02:00;0;1.067;290;268;-;622;626
25.11.2021;02:00;03:00;0;1.068;290;267;-;613;622
25.11.2021;03:00;04:00;0;1.063;289;273;-;612;622
25.11.2021;04:00;05:00;0;1.064;289;278;-;612;625
25.11.2021;05:00;06:00;0;1.068;289;278;-;614;630
25.11.2021;06:00;07:00;0;1.066;289;278;-;612;632
25.11.2021;07:00;08:00;0;1.060;289;277;-;613;627
25.11.2021;08:00;09:00;0;1.062;289;277;-;612;523
25.11.2021;09:00;10:00;0;1.060;289;277;-;612;550
25.11.2021;10:00;11:00;0;1.061;289;278;-;611;628
25.11.2021;11:00;12:00;0;1.063;289;278;-;611;628
25.11.2021;12:00;13:00;0;1.063;289;277;-;611;628
25.11.2021;13:00;14:00;0;1.064;289;277;-;609;627
25.11.2021;14:00;15:00;0;1.063;289;277;-;604;627
25.11.2021;15:00;16:00;0;1.065;289;277;-;593;631
25.11.2021;16:00;17:00;0;1.071;289;278;-;608;633
25.11.2021;17:00;18:00;0;1.066;289;277;-;609;631
25.11.2021;18:00;19:00;0;1.052;289;278;-;611;633
25.11.2021;19:00;20:00;0;1.060;290;278;-;611;632
25.11.2021;20:00;21:00;0;1.054;290;279;-;611;627
25.11.2021;21:00;22:00;0;1.064;290;278;-;611;628
25.11.2021;22:00;23:00;0;1.059;290;278;-;606;629
25.11.2021;23:00;00:00;0;1.062;290;278;-;528;628
26.11.2021;00:00;01:00;0;1.052;290;278;-;608;628
26.11.2021;01:00;02:00;0;1.052;285;269;-;612;629
26.11.2021;02:00;03:00;0;1.055;280;268;-;611;628
26.11.2021;03:00;04:00;0;1.066;281;273;-;611;628
26.11.2021;04:00;05:00;91;1.065;289;270;-;609;628
26.11.2021;05:00;06:00;411;1.063;291;270;-;611;627
26.11.2021;06:00;07:00;492;1.064;290;273;-;610;627
26.11.2021;07:00;08:00;699;1.064;290;270;-;610;632
26.11.2021;08:00;09:00;1.042;1.061;288;276;-;609;632
26.11.2021;09:00;10:00;1.059;1.052;286;276;-;611;631
26.11.2021;10:00;11:00;1.060;1.059;288;276;-;610;631
26.11.2021;11:00;12:00;1.059;1.058;289;276;-;611;631
26.11.2021;12:00;13:00;1.061;1.055;289;276;-;610;627
26.11.2021;13:00;14:00;1.058;1.061;289;276;-;611;630
26.11.2021;14:00;15:00;1.059;1.061;288;276;-;612;629
26.11.2021;15:00;16:00;1.060;1.062;288;278;-;613;629
26.11.2021;16:00;17:00;1.060;1.060;287;278;-;612;632
26.11.2021;17:00;18:00;1.063;1.063;288;279;-;614;633
26.11.2021;18:00;19:00;1.064;1.066;288;279;-;614;633
26.11.2021;19:00;20:00;1.068;1.061;288;279;-;613;629
26.11.2021;20:00;21:00;1.067;1.063;288;279;-;614;630
26.11.2021;21:00;22:00;1.058;1.065;288;272;-;609;630
26.11.2021;22:00;23:00;1.070;1.064;288;277;-;614;631
26.11.2021;23:00;00:00;1.070;1.067;283;272;-;564;602
27.11.2021;00:00;01:00;1.075;1.062;279;267;-;449;497
27.11.2021;01:00;02:00;1.074;1.061;278;268;-;520;433
27.11.2021;02:00;03:00;1.074;1.062;286;276;-;521;422
27.11.2021;03:00;04:00;1.077;1.067;287;278;-;522;420
27.11.2021;04:00;05:00;1.078;1.067;287;278;-;522;422
27.11.2021;05:00;06:00;1.077;1.063;288;278;-;521;422
27.11.2021;06:00;07:00;1.080;1.066;287;277;-;521;421
27.11.2021;07:00;08:00;1.076;1.063;287;275;-;520;421
27.11.2021;08:00;09:00;1.077;1.068;288;279;-;521;421
27.11.2021;09:00;10:00;1.074;1.070;290;279;-;526;425
27.11.2021;10:00;11:00;1.079;1.067;290;278;-;610;520
27.11.2021;11:00;12:00;1.073;1.062;291;278;-;612;520
27.11.2021;12:00;13:00;1.078;1.067;291;279;-;612;522
27.11.2021;13:00;14:00;1.078;1.061;291;279;-;611;521
27.11.2021;14:00;15:00;1.079;1.060;290;278;-;610;520
27.11.2021;15:00;16:00;1.080;1.062;290;278;-;611;520
27.11.2021;16:00;17:00;1.080;1.053;290;278;-;610;521
27.11.2021;17:00;18:00;1.082;1.066;291;279;-;614;522
27.11.2021;18:00;19:00;1.080;1.065;290;279;-;614;526
27.11.2021;19:00;20:00;1.080;1.068;290;280;-;614;626
27.11.2021;20:00;21:00;1.080;1.063;290;280;-;614;626
27.11.2021;21:00;22:00;1.080;1.057;291;280;-;615;627
27.11.2021;22:00;23:00;1.083;1.072;290;279;-;614;626
27.11.2021;23:00;00:00;1.084;1.068;290;280;-;615;627
28.11.2021;00:00;01:00;1.083;1.072;277;272;-;614;629
28.11.2021;01:00;02:00;1.082;1.065;276;272;-;615;634
28.11.2021;02:00;03:00;1.077;1.070;286;275;-;614;634
28.11.2021;03:00;04:00;1.073;1.069;290;278;-;615;634
28.11.2021;04:00;05:00;958;1.065;288;277;-;614;633
28.11.2021;05:00;06:00;937;1.063;284;276;-;610;621
28.11.2021;06:00;07:00;982;1.063;284;246;-;547;547
28.11.2021;07:00;08:00;1.067;1.055;283;246;-;546;546
28.11.2021;08:00;09:00;1.062;1.057;284;246;-;548;548
28.11.2021;09:00;10:00;1.002;1.061;285;249;-;594;595
28.11.2021;10:00;11:00;997;1.063;284;278;-;612;624
28.11.2021;11:00;12:00;997;1.060;285;279;-;612;625
28.11.2021;12:00;13:00;971;1.057;285;278;-;611;624
28.11.2021;13:00;14:00;919;1.062;288;278;-;611;624
28.11.2021;14:00;15:00;918;1.051;289;278;-;610;624
28.11.2021;15:00;16:00;921;1.054;289;279;-;610;623
28.11.2021;16:00;17:00;919;1.055;290;278;-;609;624
28.11.2021;17:00;18:00;922;1.057;289;277;-;607;622
28.11.2021;18:00;19:00;923;1.057;248;253;-;517;558
28.11.2021;19:00;20:00;922;1.039;248;253;-;453;449
28.11.2021;20:00;21:00;921;1.060;248;253;-;451;446
28.11.2021;21:00;22:00;921;1.060;248;252;-;451;446
28.11.2021;22:00;23:00;923;1.058;247;252;-;451;445
28.11.2021;23:00;00:00;817;1.056;248;253;-;452;447
29.11.2021;00:00;01:00;554;1.049;238;232;-;448;437
29.11.2021;01:00;02:00;552;1.057;194;197;-;383;373
29.11.2021;02:00;03:00;552;1.050;193;196;-;378;371
29.11.2021;03:00;04:00;550;1.055;193;196;-;378;371
29.11.2021;04:00;05:00;561;1.054;193;196;-;378;371
29.11.2021;05:00;06:00;562;1.056;232;228;-;416;410
29.11.2021;06:00;07:00;550;1.059;248;253;-;465;460
29.11.2021;07:00;08:00;559;1.051;276;278;-;591;562
29.11.2021;08:00;09:00;552;1.056;292;278;-;610;624
29.11.2021;09:00;10:00;552;1.054;290;277;-;613;623
29.11.2021;10:00;11:00;550;1.059;291;277;-;621;624
29.11.2021;11:00;12:00;553;1.053;291;278;-;610;624
29.11.2021;12:00;13:00;549;1.049;291;277;-;610;623
29.11.2021;13:00;14:00;724;1.054;291;278;-;611;623
29.11.2021;14:00;15:00;762;1.051;291;277;-;610;626
29.11.2021;15:00;16:00;758;1.049;291;278;-;610;631
29.11.2021;16:00;17:00;756;1.054;291;278;-;609;631
29.11.2021;17:00;18:00;1.001;1.055;291;279;-;611;634
29.11.2021;18:00;19:00;1.066;1.059;291;278;-;612;633
29.11.2021;19:00;20:00;1.069;1.058;291;279;-;612;633
29.11.2021;20:00;21:00;1.065;1.057;291;279;-;610;625
29.11.2021;21:00;22:00;1.067;1.058;291;278;-;609;625
29.11.2021;22:00;23:00;1.067;1.061;291;278;-;609;625
29.11.2021;23:00;00:00;1.067;1.060;288;271;-;609;624
30.11.2021;00:00;01:00;1.069;1.063;162;249;-;594;626
30.11.2021;01:00;02:00;1.064;1.061;143;152;-;365;591
30.11.2021;02:00;03:00;1.064;843;143;142;-;268;325
30.11.2021;03:00;04:00;967;746;143;141;-;269;268
30.11.2021;04:00;05:00;589;541;142;141;-;268;269
30.11.2021;05:00;06:00;593;533;141;140;-;269;268
30.11.2021;06:00;07:00;912;696;142;141;-;269;269
30.11.2021;07:00;08:00;1.058;1.043;142;146;-;268;273
30.11.2021;08:00;09:00;1.060;1.059;143;176;-;337;349
30.11.2021;09:00;10:00;1.063;1.061;158;175;-;598;599
30.11.2021;10:00;11:00;1.063;1.062;257;238;-;603;618
30.11.2021;11:00;12:00;1.063;1.062;288;277;-;500;576
30.11.2021;12:00;13:00;1.064;1.059;287;277;-;430;407
30.11.2021;13:00;14:00;1.058;1.067;287;276;-;422;370
30.11.2021;14:00;15:00;1.065;1.065;287;277;-;484;468
30.11.2021;15:00;16:00;1.057;1.063;287;276;-;498;473
30.11.2021;16:00;17:00;1.065;1.063;288;276;-;606;549
30.11.2021;17:00;18:00;1.062;1.067;289;276;-;610;633
30.11.2021;18:00;19:00;1.068;1.073;289;277;-;599;582
30.11.2021;19:00;20:00;1.061;1.061;289;276;-;609;578
30.11.2021;20:00;21:00;1.065;1.068;289;277;-;610;624
30.11.2021;21:00;22:00;1.064;1.066;199;276;-;607;625
30.11.2021;22:00;23:00;1.064;1.063;0;277;-;608;626
30.11.2021;23:00;00:00;1.059;1.034;0;273;-;604;601
01.12.2021;00:00;01:00;836;765;0;201;-;457;417
01.12.2021;01:00;02:00;665;596;0;198;-;320;321
01.12.2021;02:00;03:00;660;593;0;195;-;317;317
01.12.2021;03:00;04:00;648;593;0;141;-;266;272
01.12.2021;04:00;05:00;562;593;0;142;-;271;270
01.12.2021;05:00;06:00;562;592;0;156;-;268;316
01.12.2021;06:00;07:00;585;603;0;186;-;317;392
01.12.2021;07:00;08:00;772;742;0;137;-;277;280
01.12.2021;08:00;09:00;797;756;0;134;-;267;268
01.12.2021;09:00;10:00;824;856;0;135;-;268;269
01.12.2021;10:00;11:00;1.039;1.038;0;134;-;267;268
01.12.2021;11:00;12:00;1.048;1.056;0;134;-;276;269
01.12.2021;12:00;13:00;1.007;1.060;0;134;-;281;268
01.12.2021;13:00;14:00;1.015;1.057;0;164;-;301;306
01.12.2021;14:00;15:00;1.059;1.058;0;177;-;320;318
01.12.2021;15:00;16:00;1.058;1.063;0;170;-;318;318
01.12.2021;16:00;17:00;1.060;1.063;0;141;-;319;319
01.12.2021;17:00;18:00;1.067;1.063;0;141;-;306;306
